C# Code	Java Reference Code	Generated Java Code
"public GetStylesRequest(): base(""lubancloud"", ""2018-05-09"", ""GetStyles"", ""luban"", ""openAPI""){Method = MethodType.POST;}
"	"public GetStylesRequest() {super(""lubancloud"", ""2018-05-09"", ""GetStyles"", ""luban"");setMethod(MethodType.POST);}
"	"public GetStylesRequest() {super(""lubancloud"", ""2018-05-09"", ""GetStyles"", ""luban"", ""openAPI"");setMethod(MethodType.POST);}  C# code: public override GetStylesResponse GetStyles(GetStylesRequest request){Dictionary<string, string> runtime = new Dictionary<string, string>(){{""timeouted"", ""retry""}, {""readTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.get(""readTimeout""), _readTimeout)}, {""connectTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.get(""connectTimeout""), _connectTimeout)}, {""httpProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.get(""httpProxy""), _httpProxy)}, {""httpsProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.get(""httpsProxy""), _httpsProxy)}, {""noProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.get(""noProxy""), _noProxy)}, {""maxIdleConns"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.get(""maxIdleConns""), _maxIdleConns)}, {""socks5Proxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.get(""socks5Proxy""), _socks5Proxy)}, {""socks5NetWork"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.get(""socks5NetWork""), _socks5NetWork)}, {""retry"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.get(""retry""), _retry)}, {""backoff"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.get(""backoff""), _backoff)}, {""perRetryTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.get(""perRetryTimeout""), _perRetryTimeout)}};Dictionary<string, string> _headers = new Dictionary<string, string>(){};string _body = AlibabaCloud.TeaUtil.Common.toJSONString(request.ToMap());request_.Protocol = _protocol;request_.Method = ""POST"";request_.Pathname = ""/v2/style/get"";request_.Headers = TeaConverter.merge<string> ( new Dictionary<string, string>() { {""user-agent"", GetUserAgent()}, {""host"", AlibabaCloud.TeaUtil.Common.DefaultString(_endpoint"
"public override void Serialize(ILittleEndianOutput out1){out1.WriteShort(field_1_gridset_flag);}
"	"public void serialize(LittleEndianOutput out) {out.writeShort(field_1_gridset_flag);}
"	public void serialize(LittleEndianOutput out1) {out1.writeShort(field_1_gridset_flag);}  C# code: public override void Serialize(ILittleEndianOutput out1){out1.WriteShort(field_1_gridset_flag);out1.WriteShort(field_2_max_levels);out1.WriteShort(field_3_min_levels);out1.WriteShort(field_4_max_precision);out1.WriteShort(field_5_min_precision);out1.WriteShort(field_6_max_x);out1.WriteShort(field_7_max_y);out1.WriteShort(field_8_min_x);out1.WriteShort(field_9_min_y);out1.WriteShort(field_10_max_x_level);out1.WriteShort(field_11_max_y_level);out1.WriteShort(field_12_min_x_level);out1.WriteShort(field_13_min_y_level);out1.WriteShort(field_14_max_x_level_1);out1.WriteShort(field_15_max_y_level_1);out1.WriteShort(field_16_min_x_level_1);out1.WriteShort(field_17_min_y_level_1);out1.WriteShort(field_18_max_x_level_2);out1.WriteShort(field_19_max_y_level_2);out1.WriteShort(field_20_min_x_level_2);out1.WriteShort(field_21_min_y_level_2);out1.WriteShort(field_22_max_x_level_3);out1.WriteShort(field_23_max_y_level_3);out1.WriteShort(field_24_min_x_level_3);out1.WriteShort(field_25_min_y_level_3);out1.WriteShort(field_26_max_x_level_4);out1.WriteShort(field_27_max_y_level_4);out1.WriteShort(field_
"public override bool Equals(object obj){if (this == obj){return true;}if (obj == null){return false;}if (GetType() != obj.GetType()){return false;}Toffs other = (Toffs)obj;if (StartOffset != other.StartOffset){return false;}if (EndOffset != other.EndOffset){return false;}return true;}
"	"public boolean equals(Object obj) {if (this == obj) {return true;}if (obj == null) {return false;}if (getClass() != obj.getClass()) {return false;}Toffs other = (Toffs) obj;if (getStartOffset() != other.getStartOffset()) {return false;}if (getEndOffset() != other.getEndOffset()) {return false;}return true;}
"	public void read(DataInput in) throws IOException {startOffset = in.readLong();endOffset = in.readLong();}  C# code: public override void Write(Stream
"public virtual CreateGatewayGroupResponse CreateGatewayGroup(CreateGatewayGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateGatewayGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateGatewayGroupResponseUnmarshaller.Instance;return Invoke<CreateGatewayGroupResponse>(request, options);}
"	"public CreateGatewayGroupResult createGatewayGroup(CreateGatewayGroupRequest request) {request = beforeClientExecution(request);return executeCreateGatewayGroup(request);}
"	"public CreateGatewayGroupResponse createGatewayGroup(CreateGatewayGroupRequest request){return hcClient.syncInvokeHttp(request, IoTDcMeta.createGatewayGroup);}  C# code: public virtual CreateGatewayGroupResponse CreateGatewayGroup(CreateGatewayGroupRequest request){var runtime = new Dictionary<string, string> { {""timeouted"", ""retry""}, {""readTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ReadTimeout, _readTimeout)}, {""connectTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ConnectTimeout, _connectTimeout)}, {""localAddr"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.LocalAddr, _localAddr)}, {""httpProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpProxy, _httpProxy)}, {""httpsProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpsProxy, _httpsProxy)}, {""noProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.NoProxy, _noProxy)}, {""socks5Proxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5Proxy, _socks5Proxy)}, {""socks5NetWork"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5NetWork, _socks5NetWork)}, {""maxIdleConns"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxIdleConns, _maxIdleConns)}, {""retry"", new Dictionary<string, object> { {""retryable"", runtime.Autoretry}, {""maxAttempts"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxAttempts, 3)}}} };var _lastRequest = null;var _lastException = null;var _now = System.DateTime.Now;var _retryTimes = 0;while (TeaCore.AllowRetry((IDictionary) runtime_[""retry""], _retryTimes, _now)){if (_retryTimes > 0){var _backoffTime = TeaCore.GetBackoffTime((IDictionary)runtime_[""backoff""], _retryTimes);if (_backoffTime > 0){TeaCore.Sleep(_backoffTime);} }_retryTimes = _retryTimes + 1;try{_lastRequest = request.Clone();_lastException = null;var _now = System.DateTime.Now;request.Protocol = AlibabaCloud.Tea"
"public virtual CreateParticipantConnectionResponse CreateParticipantConnection(CreateParticipantConnectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateParticipantConnectionRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateParticipantConnectionResponseUnmarshaller.Instance;return Invoke<CreateParticipantConnectionResponse>(request, options);}
"	"public CreateParticipantConnectionResult createParticipantConnection(CreateParticipantConnectionRequest request) {request = beforeClientExecution(request);return executeCreateParticipantConnection(request);}
"	public CreateParticipantConnectionResponse createParticipantConnection(CreateParticipantConnectionRequest request, RuntimeOptions runtime, CreateParticipantConnectionHeaders headers) {final InvokeOptions options = new InvokeOptions();options.requestMarshaller = CreateParticipantConnectionRequestMarshaller.getInstance();options.responseUnmarshaller = CreateParticipantConnectionResponseUnmarshaller.getInstance();return invoke(request, runtime, headers);}  C# code
"public static double irr(double[] income){return irr(income, 0.1d);}
"	"public static double irr(double[] income) {return irr(income, 0.1d);}
"	public static double irr(double[] income, double guess, double epsilon) {if (income == null || income.length == 0)return guess;double[] newIncome = new double[income.length];for (int i = 0; i < income.length; i++){newIncome[i] = income[i] / (1 + guess);}return irr(newIncome, guess * (1 + guess), epsilon);}  C# code: public static double irr(double[] income, double guess, double epsilon, int maxIterations){if (income == null || income.Length == 0)return guess;double[] newIncome = new double[income.Length];for (int i = 0; i < income.Length; i++){newIncome[i] = income[i] / (1 + guess);}return irr(newIncome, guess * (1 + guess), epsilon, maxIterations);}
"public virtual RegisterWorkspaceDirectoryResponse RegisterWorkspaceDirectory(RegisterWorkspaceDirectoryRequest request){var options = new InvokeOptions();options.RequestMarshaller = RegisterWorkspaceDirectoryRequestMarshaller.Instance;options.ResponseUnmarshaller = RegisterWorkspaceDirectoryResponseUnmarshaller.Instance;return Invoke<RegisterWorkspaceDirectoryResponse>(request, options);}
"	"public RegisterWorkspaceDirectoryResult registerWorkspaceDirectory(RegisterWorkspaceDirectoryRequest request) {request = beforeClientExecution(request);return executeRegisterWorkspaceDirectory(request);}
"	public UpdateWorkspaceDirectoryResponse updateWorkspaceDirectory(UpdateWorkspaceDirectoryRequest request, RuntimeOptions runtime, UpdateWorkspaceDirectoryRequest.UpdateWorkspaceDirectoryRequestBuilder builder){return hcClient.syncInvokeHttp(request, IoTDirectory
"public virtual NGit.Api.RevertCommand Include(Ref commit){CheckCallable();commits.AddItem(commit);return this;}
"	"public RevertCommand include(AnyObjectId commit) {return include(commit.getName(), commit);}
"	public RevertCommand include(String commit, String path, String path2, String path3, String path4) {checkCallable();commits.addItem(commit, path, path2, path3, path4);return this;}
"public override ValueEval Evaluate(int srcRowIndex, int srcColumnIndex, ValueEval inumberVE){ValueEval veText1;try{veText1 = OperandResolver.GetSingleValue(inumberVE, srcRowIndex, srcColumnIndex);}catch (EvaluationException e){return e.GetErrorEval();}String iNumber = OperandResolver.CoerceValueToString(veText1);System.Text.RegularExpressions.Match m = COMPLEX_NUMBER_PATTERN.Match(iNumber);bool result = m.Success && m.Groups[0].Length>0;String imaginary = """";if (result == true){String imaginaryGroup = m.Groups[5].Value;bool hasImaginaryPart = imaginaryGroup.Equals(""i"") || imaginaryGroup.Equals(""j"");if (imaginaryGroup.Length == 0){return new StringEval(Convert.ToString(0));}if (hasImaginaryPart){String sign = """";String imaginarySign = m.Groups[(GROUP3_IMAGINARY_SIGN)].Value;if (imaginarySign.Length != 0 && !(imaginarySign.Equals(""+""))){sign = imaginarySign;}String groupImaginaryNumber = m.Groups[(GROUP4_IMAGINARY_INTEGER_OR_DOUBLE)].Value;if (groupImaginaryNumber.Length != 0){imaginary = sign + groupImaginaryNumber;}else{imaginary = sign + ""1"";}}}else{return ErrorEval.NUM_ERROR;}return new StringEval(imaginary);}
"	"public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval inumberVE) {ValueEval veText1;try {veText1 = OperandResolver.getSingleValue(inumberVE, srcRowIndex, srcColumnIndex);} catch (EvaluationException e) {return e.getErrorEval();}String iNumber = OperandResolver.coerceValueToString(veText1);Matcher m = COMPLEX_NUMBER_PATTERN.matcher(iNumber);boolean result = m.matches();String imaginary = """";if (result) {String imaginaryGroup = m.group(5);boolean hasImaginaryPart = imaginaryGroup.equals(""i"") || imaginaryGroup.equals(""j"");if (imaginaryGroup.length() == 0) {return new StringEval(String.valueOf(0));}if (hasImaginaryPart) {String sign = """";String imaginarySign = m.group(GROUP3_IMAGINARY_SIGN);if (imaginarySign.length() != 0 && !(imaginarySign.equals(""+""))) {sign = imaginarySign;}String groupImaginaryNumber = m.group(GROUP4_IMAGINARY_INTEGER_OR_DOUBLE);if (groupImaginaryNumber.length() != 0) {imaginary = sign + groupImaginaryNumber;} else {imaginary = sign + ""1"";}}} else {return ErrorEval.NUM_ERROR;}return new StringEval(imaginary);}
"	"public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval inumberVE) {ValueEval veText1;try{veText1 = OperandResolver.getSingleValue(inumberVE, srcRowIndex, srcColumnIndex);}catch (EvaluationException e){return e.getErrorEval();}String iNumber = OperandResolver.coerceValueToString(veText1);Matcher m = COMPLEX_NUMBER_PATTERN.matcher(iNumber);boolean result = m.matches();String imaginary = """";if (result == true){String imaginaryGroup = m.group(5);boolean hasImaginaryPart = imaginaryGroup.equals(""i"") || imaginaryGroup.equals(""j"");if (imaginaryGroup.length() == 0){return new StringEval(0);}if (hasImaginaryPart){String sign = """";String imaginarySign = m.group(GROUP3_IMAGINARY_SIGN);if (imaginarySign.length()!= 0 &&!imaginarySign.equals(""+"")){sign = imaginarySign;}String groupImaginaryNumber = m.group(GROUP4_IMAGINARY_INTEGER_OR_DOUBLE);if (groupImaginaryNumber.length()!= 0){imaginary = sign + groupImaginaryNumber;}else{imaginary = sign + ""1"";}}}else{return ErrorEval.NUM_ERROR;}return new StringEval(imaginary);}  C# code: public override ValueEval Evaluate(int srcRowIndex, int srcColumnIndex, ValueEval inumberVE){ValueEval veText1;try{veText1 = OperandResolver.GetSingleValue(inumberVE, srcRowIndex, srcColumnIndex);}catch (EvaluationException e){return e.GetErrorEval();}String iNumber = OperandResolver.CoerceValueToString(veText1);System.Text.RegularExpressions.Match m = COMPLEX_NUMBER_PATTERN.Match(iNumber);bool result = m.Success && m.Groups[0].Length>0;String imaginary = """";if (result == true){String imaginaryGroup = m.Groups[5].Value;bool hasImaginaryPart = imaginaryGroup.Equals(""i"") || imaginaryGroup.Equals(""j"");if (imaginaryGroup.Length == 0){return new StringEval(Convert.ToString(0));}if (hasImaginaryPart){String sign = """";String imaginarySign = m.Groups"
"public virtual E pollLast(){java.util.MapClass.Entry<E, object> entry = backingMap.pollLastEntry();return (entry == null) ? default(E) : entry.getKey();}
"	"public E pollLast() {Map.Entry<E, Object> entry = backingMap.pollLastEntry();return (entry == null) ? null : entry.getKey();}
"	public E peek() {java.util.Map.Entry<E, Object> entry = backingMap.peekEntry();return (entry == null)? null : entry.getKey();}
"public int ReadUShort(){int ch1 = ReadUByte();int ch2 = ReadUByte();return (ch2 << 8) + (ch1 << 0);}
"	"public int readUShort(){int ch1 = readUByte();int ch2 = readUByte();return (ch2 << 8) + (ch1 << 0);}
"	public long readLong() {int ch1 = readUByte();int
"public ModifySnapshotAttributeRequest(string snapshotId, SnapshotAttributeName attribute, OperationType operationType){_snapshotId = snapshotId;_attribute = attribute;_operationType = operationType;}
"	"public ModifySnapshotAttributeRequest(String snapshotId, SnapshotAttributeName attribute, OperationType operationType) {setSnapshotId(snapshotId);setAttribute(attribute.toString());setOperationType(operationType.toString());}
"	"public ModifySnapshotAttributeRequest(String snapshotId, SnapshotAttributeName attribute, OperationType operationType) {this.snapshotId = snapshotId;this.attribute = attribute;this.operationType = operationType;}  C# code: public override void Deserialize(Dictionary<string, string> parameters){if (parameters.ContainsKey(""RegionId"")){RegionId = parameters[""RegionId""];}if (parameters.ContainsKey(""InstanceId"")){InstanceId = parameters[""InstanceId""];}if (parameters.ContainsKey(""SnapshotId"")){SnapshotId = parameters[""SnapshotId""];}if (parameters.ContainsKey(""SnapshotName"")){SnapshotName = parameters[""SnapshotName""];}if (parameters.ContainsKey(""Description"")){Description = parameters[""Description""];}if (parameters.ContainsKey(""ClientToken"")){ClientToken = parameters[""ClientToken""];}if (parameters.ContainsKey(""Tags"")){Tags = new List<Tag>();foreach (var tag in parameters[""Tags""].Split("","")){var tagSplit = tag.Split(""="");Tags.Add(new Tag(){Key = tagSplit[0], Value = tagSplit[1]});}}if (parameters.ContainsKey(""DeleteAutoSnapshot"")){DeleteAutoSnapshot = bool.Parse(parameters[""DeleteAutoSnapshot""]);}if (parameters.ContainsKey(""DeleteWithInstance"")){DeleteWithInstance = bool.Parse(parameters[""DeleteWithInstance""]);}if (parameters.ContainsKey(""ResourceGroupId"")){ResourceGroupId = parameters[""ResourceGroupId""];}if (parameters.ContainsKey(""OwnerAccount"")){OwnerAccount = parameters[""OwnerAccount""];}if (parameters.ContainsKey(""OwnerId"")){OwnerId = long.Parse(parameters[""OwnerId""]);}if (parameters.ContainsKey(""ResourceOwnerAccount"")){ResourceOwnerAccount = parameters[""ResourceOwnerAccount""];}if (parameters.ContainsKey(""ResourceOwnerId"")){ResourceOwnerId = long.Parse(parameters[""ResourceOwnerId""]);}if (parameters.ContainsKey(""OwnerAccount"")){OwnerAccount = parameters[""OwnerAccount""];}if (parameters.ContainsKey(""OwnerId"")){OwnerId = long.Parse(parameters[""OwnerId""]);}if (parameters.ContainsKey(""ResourceOwnerAccount"")){ResourceOwnerAccount = parameters[""ResourceOwnerAccount""];}if (parameters.ContainsKey(""ResourceOwnerId"")){ResourceOwnerId = long.Parse(parameters[""ResourceOwnerId""]);}if (parameters.ContainsKey(""OwnerAccount"")){OwnerAccount = parameters[""OwnerAccount""];}if (parameters.ContainsKey(""OwnerId"")){OwnerId = long.Parse(parameters[""OwnerId""]);}if (parameters.ContainsKey(""ResourceOwnerAccount"")){ResourceOwnerAccount = parameters[""ResourceOwnerAccount""];}if (parameters.ContainsKey(""ResourceOwnerId"")){ResourceOwnerId = long.Parse(parameters[""ResourceOwnerId""]);}if (parameters"
